well_id,date,oil_rate,water_cut,gor,flowing_pressure,days_on_production
W-01,2020-02-19,3703.010801295535,0.21264056352170235,1013.4246575342465,3224.660679495911,49
W-01,2020-02-20,3937.7026228213163,0.21279190316830393,1013.6986301369864,3223.777331828652,50
W-01,2020-02-21,3875.1688355837996,0.21294476388007988,1013.972602739726,3222.8942261413035,51
W-01,2020-02-22,3739.1707997756075,0.21309913066933855,1014.2465753424657,3222.0113623675784,52
W-01,2020-02-23,3727.7883411857633,0.21325498898289996,1014.5205479452055,3221.1287404412074,53
W-01,2020-02-24,3490.319546398255,0.21341232468149718,1014.7945205479451,3220.246360295941,54
W-01,2020-02-25,3427.252099072907,0.21357112402051973,1015.0684931506851,3219.3642218655464,55
W-01,2020-02-26,3721.3790576424585,0.2137313736319881,1015.3424657534247,3218.4823250838094,56
W-01,2020-02-27,3538.9439250420946,0.21389306050766052,1015.6164383561643,3217.600669884534,57
W-01,2020-02-28,3681.9974324207833,0.21405617198318183,1015.8904109589042,3216.719256201542,58
W-01,2020-02-29,3592.8412775792413,0.21422069572319308,1016.1643835616438,3215.8380839686747,59
W-01,2020-03-01,3369.7154146123894,0.21438661970732897,1016.4383561643835,3214.9571531197894,60
W-01,2020-03-02,3747.1238697795093,0.2145539322170352,1016.7123287671234,3214.0764635887626,61
W-01,2020-03-03,3609.1822061050616,0.2147226218231459,1016.986301369863,3213.196015309489,62
W-01,2020-03-04,3694.6501056329234,0.21489267737416512,1017.2602739726027,3212.315808215882,63
W-01,2020-03-05,3521.4255881777062,0.21506408798520224,1017.5342465753425,3211.435842241872,64
W-01,2020-03-06,3617.9111624213474,0.215236843027515,1017.8082191780821,3210.556117321407,65
W-01,2020-03-07,3949.171145583786,0.21541093211861773,1018.0821917808219,3209.676633388455,66
W-01,2020-03-08,3695.512569641354,0.2155863451129164,1018.3561643835617,3208.7973903770003,67
W-01,2020-03-09,3767.362751492393,0.2157630720928349,1018.6301369863013,3207.9183882210464,68
W-01,2020-03-10,3446.0786885121347,0.21594110336039962,1018.904109589041,3207.039626854615,69
W-01,2020-03-11,4085.248594263083,0.21612042942925264,1019.1780821917808,3206.161106211745,70
W-01,2020-03-12,3987.2544161262704,0.21630104101706585,1019.4520547945204,3205.282826226494,71
W-01,2020-03-13,3900.859763433074,0.21648292903833036,1019.7260273972604,3204.4047868329367,72
W-01,2020-03-14,3805.0111318390227,0.2166660845974976,1020.0,3203.5269879651673,73
W-01,2020-03-15,3660.5876565882177,0.2168504989824506,1020.2739726027397,3202.6494295572975,74
W-01,2020-03-16,3732.717598273894,0.21703616365828524,1020.5479452054796,3201.772111543456,75
W-01,2020-03-17,3835.8652043973852,0.21722307026138238,1020.8219178082192,3200.8950338577915,76
W-01,2020-03-18,3541.4001151957227,0.2174112105937544,1021.0958904109589,3200.018196434469,77
W-01,2020-03-19,3571.0502516264946,0.21760057661764914,1021.3698630136987,3199.1415992076727,78
W-01,2020-03-20,3355.7715228272314,0.2177911604503972,1021.6438356164383,3198.2652421116036,79
W-01,2020-03-21,3509.2806380645106,0.21798295435948795,1021.917808219178,3197.3891250804822,80
W-01,2020-03-22,3928.928028644309,0.21817595075786186,1022.1917808219179,3196.513248048546,81
W-01,2020-03-23,3580.1111013310733,0.2183701421994069,1022.4657534246575,3195.6376109500507,82
W-01,2020-03-24,3580.305559490001,0.2185655213746476,1022.7397260273972,3194.76221371927,83
W-01,2020-03-25,3687.600620108839,0.2187620811066168,1023.013698630137,3193.8870562904967,84
W-01,2020-03-26,3351.0749123520336,0.21895981434689962,1023.2876712328766,3193.012138598039,85
W-01,2020-03-27,3790.2992034633567,0.21915871417184107,1023.5616438356166,3192.137460576226,86
W-01,2020-03-28,3842.684356956432,0.21935877377890822,1023.8356164383562,3191.2630221594036,87
W-01,2020-03-29,3686.2401267143046,0.21955998648319952,1024.109589041096,3190.3888232819345,88
W-01,2020-03-30,3902.7299613614855,0.21976234571409292,1024.3835616438357,3189.514863878201,89
W-01,2020-03-31,3386.759554499561,0.2199658450120266,1024.6575342465753,3188.641143882603,90
W-01,2020-04-01,3929.23853633156,0.22017047802540507,1024.931506849315,3187.7676632295584,91
W-01,2020-04-02,3483.4117258048313,0.22037623850762453,1025.2054794520548,3186.894421853502,92
W-01,2020-04-03,3386.0594788652215,0.22058312031421184,1025.4794520547946,3186.0214196888887,93
W-01,2020-04-04,3561.9005414259645,0.22079111740007157,1025.7534246575342,3185.148656670189,94
W-01,2020-04-05,3920.2674065395818,0.22100022381683546,1026.027397260274,3184.2761327318935,95
W-01,2020-04-06,3592.7482660565693,0.2212104337103103,1026.3013698630136,3183.403847808508,96
W-01,2020-04-07,3433.147419487892,0.22142174131801862,1026.5753424657532,3182.5318018345597,97
W-01,2020-04-08,3367.9420474533304,0.22163414096682876,1026.8493150684933,3181.659994744591,98
W-01,2020-04-09,3567.9554181368662,0.22184762707066957,1027.123287671233,3180.788426473164,99
W-01,2020-04-10,3241.9261970000266,0.2220621941283262,1027.3972602739727,3179.917096954857,100
W-01,2020-04-11,3357.1787422670736,0.22227783672131313,1027.6712328767123,3179.046006124267,101
W-01,2020-04-12,3838.272470381787,0.2224945495118213,1027.945205479452,3178.1751539160105,102
W-01,2020-04-13,3797.016072420108,0.2227123272407357,1028.2191780821918,3177.3045402647194,103
W-01,2020-04-14,3546.2351022243006,0.2229311647257205,1028.4931506849316,3176.434165105044,104
W-01,2020-04-15,3485.236509644058,0.22315105685936892,1028.7671232876712,3175.564028371655,105
W-01,2020-04-16,3570.5740426532916,0.22337199860741475,1029.041095890411,3174.694129999237,106
W-01,2020-04-17,3955.2367094070223,0.22359398500700312,1029.3150684931506,3173.8244699224956,107
W-01,2020-04-18,3621.680719629608,0.22381701116501804,1029.5890410958903,3172.955048076153,108
W-01,2020-04-19,3703.2507314750505,0.22404107225646425,1029.8630136986303,3172.08586439495,109
W-01,2020-04-20,3510.9840857520417,0.22426616352290113,1030.13698630137,3171.2169188136445,110
W-01,2020-04-21,3551.592566272017,0.2244922802709265,1030.4109589041095,3170.3482112670126,111
W-01,2020-04-22,3646.6407651294776,0.22471941787070834,1030.6849315068494,3169.479741689848,112
W-01,2020-04-23,3554.554117474667,0.22494757175456276,1030.958904109589,3168.611510016963,113
W-01,2020-04-24,3209.173349734336,0.22517673741557573,1031.2328767123286,3167.743516183187,114
W-01,2020-04-25,3740.880306495558,0.22540691040626748,1031.5068493150686,3166.875760123367,115
W-01,2020-04-26,3417.351234373856,0.2256380863372975,1031.7808219178082,3166.0082417723693,116
W-01,2020-04-27,3871.9389503573566,0.22587026087620887,1032.054794520548,3165.140961065077,117
W-01,2020-04-28,3627.961416288886,0.22610342974621006,1032.3287671232877,3164.2739179363907,118
W-01,2020-04-29,3520.156717598637,0.226337588724993,1032.6027397260273,3163.4071123212293,119
W-01,2020-04-30,3577.6554055897145,0.22657273364358596,1032.876712328767,3162.54054415453,120
W-01,2020-05-01,3481.3959158068737,0.2268088603852402,1033.150684931507,3161.6742133712464,121
W-01,2020-05-02,3413.7163753096665,0.22704596488434842,1033.4246575342465,3160.808119906352,122
W-01,2020-05-03,3525.543114896513,0.22728404312539482,1033.6986301369864,3159.9422636948366,123
W-01,2020-05-04,3634.3562774405054,0.22752309114193464,1033.972602739726,3159.0766446717075,124
W-01,2020-05-05,3404.230349746836,0.22776310501560298,1034.2465753424656,3158.2112627719916,125
W-01,2020-05-06,3373.443510653342,0.22800408087515106,1034.5205479452056,3157.3461179307315,126
W-01,2020-05-07,3413.478153989255,0.22824601489550958,1034.7945205479452,3156.481210082989,127
W-01,2020-05-08,3626.8859415557004,0.22848890329687782,1035.0684931506848,3155.616539163843,128
W-01,2020-05-09,3705.497762716228,0.22873274234383767,1035.3424657534247,3154.752105108391,129
W-01,2020-05-10,3519.16843451165,0.2289775283444919,1035.6164383561643,3153.8879078517475,130
W-01,2020-05-11,3550.8982644781113,0.22922325764962542,1035.890410958904,3153.0239473290444,131
W-01,2020-05-12,3344.9164541533078,0.22946992665188926,1036.164383561644,3152.1602234754328,132
W-01,2020-05-13,3590.3201773488004,0.22971753178500603,1036.4383561643835,3151.29673622608,133
W-01,2020-05-14,3531.519853486038,0.22996606952299659,1036.7123287671234,3150.433485516173,134
W-01,2020-05-15,3317.5305603896136,0.23021553637942652,1036.986301369863,3149.570471280914,135
W-01,2020-05-16,3134.3811663917963,0.23046592890667258,1037.2602739726026,3148.7076934555253,136
W-01,2020-05-17,3223.590492144047,0.2307172436952079,1037.5342465753426,3147.845151975245,137
W-01,2020-05-18,3310.0154150073427,0.23096947737290552,1037.8082191780823,3146.98284677533,138
W-01,2020-05-19,3607.634853305881,0.23122262660435955,1038.0821917808219,3146.120777791056,139
W-01,2020-05-20,3667.050993802624,0.2314766880902235,1038.3561643835617,3145.258944957714,140
W-01,2020-05-21,3333.3533028037873,0.23173165856656525,1038.6301369863013,3144.3973482106144,141
W-01,2020-05-22,3333.633894555401,0.2319875348042379,1038.904109589041,3143.5359874850856,142
W-01,2020-05-23,3438.8968482577116,0.23224431360826636,1039.178082191781,3142.674862716471,143
W-01,2020-05-24,3392.794785746882,0.23250199181724882,1039.4520547945206,3141.8139738401364,144
W-01,2020-05-25,3538.7352595260495,0.2327605663027728,1039.7260273972604,3140.9533207914606,145
W-01,2020-05-26,3294.7549986169306,0.23302003396884546,1040.0,3140.092903505843,146
W-01,2020-05-27,3531.297040730656,0.2332803917513374,1040.2739726027396,3139.2327219186996,147
W-01,2020-05-28,3331.235679543525,0.23354163661743998,1040.5479452054797,3138.3727759654644,148
W-01,2020-05-29,3505.1988466726484,0.23380376556513507,1040.8219178082193,3137.5130655815888,149
W-01,2020-05-30,3315.803513477579,0.23406677562267783,1041.0958904109589,3136.6535907025423,150
W-01,2020-05-31,3254.732203270617,0.23433066384809115,1041.3698630136987,3135.794351263812,151
W-01,2020-06-01,3662.2662308902345,0.234595427328672,1041.6438356164383,3134.9353472009025,152
W-01,2020-06-02,3518.5074410231246,0.2348610631805091,1041.917808219178,3134.0765784493356,153
W-01,2020-06-03,3047.0486432387006,0.23512756854801173,1042.191780821918,3133.218044944652,154
W-01,2020-06-04,3261.322490782848,0.2353949406034493,1042.4657534246576,3132.3597466224087,155
W-01,2020-06-05,3525.1250155680677,0.23566317654650099,1042.7397260273972,3131.501683418181,156
W-01,2020-06-06,3128.907294568433,0.2359322736038161,1043.013698630137,3130.643855267563,157
W-01,2020-06-07,3443.6629184124804,0.2362022290285837,1043.2876712328766,3129.7862621061636,158
W-01,2020-06-08,3421.44036642606,0.236473040100112,1043.5616438356165,3128.928903869612,159
W-01,2020-06-09,3194.2886766048364,0.23674470412341708,1043.8356164383563,3128.071780493554,160
W-01,2020-06-10,3301.040212666143,0.23701721842882062,1044.109589041096,3127.2148919136525,161
W-01,2020-06-11,2958.4523091714777,0.2372905803715562,1044.3835616438357,3126.358238065589,162
W-01,2020-06-12,3578.5077079881157,0.23756478733138434,1044.6575342465753,3125.5018188850627,163
W-01,2020-06-13,3236.4914071476474,0.23783983671221567,1044.931506849315,3124.645634307789,164
W-01,2020-06-14,3411.1064890193506,0.23811572594174235,1045.205479452055,3123.7896842695022,165
W-01,2020-06-15,3374.9707980014186,0.23839245247107704,1045.4794520547946,3122.9339687059537,166
W-01,2020-06-16,3489.6257027100087,0.23867001377439964,1045.7534246575342,3122.0784875529134,167
W-01,2020-06-17,3195.2400309590407,0.23894840734861156,1046.027397260274,3121.2232407461674,168
W-01,2020-06-18,3292.602014713949,0.23922763071299705,1046.3013698630136,3120.36822822152,169
W-01,2020-06-19,3344.417352335954,0.2395076814088915,1046.5753424657532,3119.513449914793,170
W-01,2020-06-20,3389.404588815327,0.23978855699935678,1046.8493150684933,3118.658905761826,171
W-01,2020-06-21,3429.2262561464313,0.24007025506886312,1047.123287671233,3117.804595698477,172
W-01,2020-06-22,3161.6423363930385,0.2403527732229774,1047.3972602739725,3116.9505196606196,173
W-01,2020-06-23,3126.3579988062406,0.24063610908805796,1047.6712328767123,3116.096677584146,174
W-01,2020-06-24,3445.681173630741,0.2409202603109553,1047.945205479452,3115.2430694049663,175
W-01,2020-06-25,2895.8579025933705,0.24120522455871896,1048.2191780821918,3114.389695059008,176
W-01,2020-06-26,3468.218725771142,0.24149099951831027,1048.4931506849316,3113.5365544822153,177
W-01,2020-06-27,3163.165952052532,0.24177758289632062,1048.7671232876712,3112.6836476105514,178
W-01,2020-06-28,3205.4484108711604,0.24206497241869535,1049.041095890411,3111.830974379996,179
W-01,2020-06-29,3091.8668864892347,0.24235316583046307,1049.3150684931506,3110.978534726546,180
W-01,2020-06-30,3187.8096331788292,0.24264216089547036,1049.5890410958903,3110.1263285862174,181
W-01,2020-07-01,3392.8416788234194,0.24293195539612128,1049.8630136986303,3109.2743558950424,182
W-01,2020-07-02,3307.6575938992323,0.24322254713312225,1050.13698630137,3108.422616589071,183
W-01,2020-07-03,3257.9652575124005,0.24351393392523163,1050.4109589041095,3107.5711106043705,184
W-01,2020-07-04,3188.3708959876326,0.2438061136090141,1050.6849315068494,3106.7198378770267,185
W-01,2020-07-05,2939.1980915812733,0.24409908403859973,1050.958904109589,3105.868798343142,186
W-01,2020-07-06,3029.6138856518855,0.24439284308544754,1051.2328767123288,3105.017991938836,187
W-01,2020-07-07,3103.935023376951,0.2446873886381135,1051.5068493150686,3104.167418600247,188
W-01,2020-07-08,3225.6938683619633,0.24498271860202292,1051.7808219178082,3103.3170782635298,189
W-01,2020-07-09,3158.922713187154,0.24527883089924699,1052.0547945205478,3102.466970864857,190
W-01,2020-07-10,3298.334295765044,0.2455757234682834,1052.3287671232877,3101.617096340419,191
W-01,2020-07-11,3212.3518537423497,0.2458733942638412,1052.6027397260273,3100.767454626423,192
W-01,2020-07-12,3140.832481630504,0.24617184125662916,1052.8767123287673,3099.9180456590943,193
W-01,2020-07-13,3486.4157335095397,0.24647106243314865,1053.150684931507,3099.068869374675,194
W-01,2020-07-14,3185.9876100056013,0.2467710557954894,1053.4246575342465,3098.2199257094258,195
W-01,2020-07-15,3048.648178999535,0.24707181936112985,1053.6986301369864,3097.3712145996237,196
W-01,2020-07-16,3404.6089881242037,0.24737335116274017,1053.972602739726,3096.5227359815635,197
W-01,2020-07-17,3295.449657544456,0.2476756492479896,1054.2465753424656,3095.6744897915582,198
W-01,2020-07-18,3387.038077658826,0.2479787116793566,1054.5205479452056,3094.826475965937,199
W-01,2020-07-19,3078.9115197057813,0.24828253653394255,1054.7945205479452,3093.978694441047,200
W-01,2020-07-20,3244.5991527135043,0.24858712190328897,1055.0684931506848,3093.131145153254,201
W-01,2020-07-21,2858.321414117824,0.24889246589319736,1055.3424657534247,3092.2838280389383,202
W-01,2020-07-22,3204.1776846124394,0.24919856662355283,1055.6164383561643,3091.436743034501,203
W-01,2020-07-23,3051.580563632952,0.24950542222815014,1055.890410958904,3090.5898900763577,204
W-01,2020-07-24,2859.235285806487,0.24981303085452317,1056.164383561644,3089.743269100945,205
W-01,2020-07-25,3227.898981854517,0.25012139066377725,1056.4383561643835,3088.896880044712,206
W-01,2020-07-26,2778.62245223778,0.250430499830424,1056.7123287671234,3088.0507228441297,207
W-01,2020-07-27,2757.9523514222783,0.2507403565422195,1056.986301369863,3087.204797435684,208
W-01,2020-07-28,3108.3242188510476,0.2510509590000048,1057.2602739726026,3086.359103755879,209
W-01,2020-07-29,3136.019119006542,0.25136230541754906,1057.5342465753426,3085.5136417412364,210
W-01,2020-07-30,3193.335935921679,0.2516743940213957,1057.8082191780823,3084.668411328295,211
W-01,2020-07-31,3152.8735179716377,0.25198722305071064,1058.0821917808219,3083.82341245361,212
W-01,2020-08-01,3262.31282972553,0.25230079075713363,1058.3561643835617,3082.9786450537563,213
W-01,2020-08-02,3136.7640302797745,0.2526150954046311,1058.6301369863013,3082.134109065324,214
W-01,2020-08-03,3002.721830582214,0.2529301352693526,1058.9041095890411,3081.2898044249214,215
W-01,2020-08-04,3007.200133556359,0.2532459086394885,1059.178082191781,3080.4457310691746,216
W-01,2020-08-05,2970.254514036287,0.2535624138151306,1059.4520547945206,3079.6018889347265,217
W-01,2020-08-06,3055.2042844827934,0.2538796491081352,1059.7260273972602,3078.758277958237,218
W-01,2020-08-07,2835.0218645845734,0.25419761284198744,1060.0,3077.9148980763844,219
W-01,2020-08-08,3053.1021158761087,0.25451630335166875,1060.2739726027396,3077.0717492258636,220
W-01,2020-08-09,2982.5378284817675,0.2548357189835261,1060.5479452054794,3076.228831343387,221
W-01,2020-08-10,3034.015148328425,0.255155858095143,1060.8219178082193,3075.3861443656842,222
W-01,2020-08-11,3030.0500248996614,0.25547671905521324,1061.0958904109589,3074.543688229502,223
W-01,2020-08-12,2604.5688455165105,0.25579830024341577,1061.3698630136987,3073.701462871606,224
W-01,2020-08-13,2839.4776555316853,0.25612060005029214,1061.6438356164383,3072.859468228777,225
W-01,2020-08-14,2957.312266478731,0.2564436168771258,1061.917808219178,3072.017704237814,226
W-01,2020-08-15,2961.238609299346,0.2567673491358229,1062.191780821918,3071.1761708355334,227
W-01,2020-08-16,3005.417952322643,0.2570917952487953,1062.4657534246576,3070.3348679587693,228
W-01,2020-08-17,3007.7991337966114,0.2574169536488452,1062.7397260273972,3069.4937955443725,229
W-01,2020-08-18,3189.8977141032838,0.25774282277905175,1063.013698630137,3068.6529535292107,230
W-01,2020-08-19,3001.023300267276,0.2580694010926589,1063.2876712328766,3067.8123418501705,231
W-01,2020-08-20,2901.0831376509313,0.2583966870529656,1063.5616438356165,3066.971960444154,232
W-01,2020-08-21,2700.1937939841205,0.25872467913321695,1063.8356164383563,3066.1318092480815,233
W-01,2020-08-22,2731.66545425537,0.25905337581649795,1064.109589041096,3065.2918881988903,234
W-01,2020-08-23,3018.939481359321,0.2593827755956276,1064.3835616438355,3064.4521972335356,235
W-01,2020-08-24,3095.1526082805335,0.25971287697305573,1064.6575342465753,3063.612736288989,236
W-01,2020-08-25,3164.5623279490324,0.2600436784607605,1064.931506849315,3062.7735053022393,237
W-01,2020-08-26,2799.243116186585,0.2603751785801482,1065.2054794520548,3061.934504210294,238
W-01,2020-08-27,2875.4162594332392,0.2607073758619536,1065.4794520547946,3061.0957329501757,239
W-01,2020-08-28,2954.883173593878,0.2610402688461428,1065.7534246575342,3060.257191458927,240
W-01,2020-08-29,3225.793481711859,0.2613738560818165,1066.027397260274,3059.4188796736044,241
W-01,2020-08-30,2928.106181175619,0.2617081361271156,1066.3013698630136,3058.580797531284,242
W-01,2020-08-31,3142.6885865054833,0.2620431075491271,1066.5753424657535,3057.7429449690594,243
W-01,2020-09-01,2929.2790536900957,0.26237876892379264,1066.8493150684933,3056.9053219240395,244
W-01,2020-09-02,3074.877397600242,0.26271511883581733,1067.123287671233,3056.0679283333516,245
W-01,2020-09-03,3052.0732704057646,0.2630521558785801,1067.3972602739725,3055.2307641341404,246
W-01,2020-09-04,2918.216038267603,0.26338987865404584,1067.6712328767123,3054.3938292635676,247
W-01,2020-09-05,2735.279402457657,0.26372828577267815,1067.945205479452,3053.557123658812,248
W-01,2020-09-06,2845.658896127186,0.2640673758533535,1068.2191780821918,3052.7206472570697,249
W-01,2020-09-07,3108.027255131458,0.26440714752327704,1068.4931506849316,3051.8843999955534,250
W-01,2020-09-08,3012.3338813072487,0.2647475994178988,1068.7671232876712,3051.0483818114944,251
W-01,2020-09-09,2811.195574883379,0.2650887301808319,1069.041095890411,3050.212592642139,252
W-01,2020-09-10,2821.8617532367484,0.26543053846377096,1069.3150684931506,3049.3770324247544,253
W-01,2020-09-11,2609.6532134962135,0.2657730229264128,1069.5890410958905,3048.54170109662,254
W-01,2020-09-12,3084.667675414121,0.2661161822363772,1069.8630136986303,3047.7065985950367,255
W-01,2020-09-13,2997.5304619807125,0.266460015069129,1070.13698630137,3046.8717248573203,256
W-01,2020-09-14,2840.71483794712,0.2668045201079019,1070.4109589041095,3046.037079820804,257
W-01,2020-09-15,2888.4446118331302,0.26714969604362254,1070.6849315068494,3045.2026634228396,258
W-01,2020-09-16,2529.8101569879213,0.2674955415748357,1070.958904109589,3044.3684756007938,259
W-01,2020-09-17,2779.72658932368,0.26784205540763106,1071.2328767123288,3043.534516292052,260
W-01,2020-09-18,3049.8260473509145,0.26818923625557034,1071.5068493150686,3042.7007854340172,261
W-01,2020-09-19,2994.115400731671,0.2685370828396157,1071.7808219178082,3041.867282964108,262
W-01,2020-09-20,2893.9674200143513,0.2688855938880592,1072.0547945205478,3041.0340088197604,263
W-01,2020-09-21,2839.666149031955,0.2692347681364528,1072.3287671232877,3040.2009629384293,264
W-01,2020-09-22,2958.2172516540068,0.26958460432753983,1072.6027397260273,3039.3681452575843,265
W-01,2020-09-23,2794.7433010814757,0.2699351012111868,1072.876712328767,3038.5355557147136,266
W-01,2020-09-24,2586.005411912725,0.27028625754431657,1073.150684931507,3037.7031942473227,267
W-01,2020-09-25,2830.8697090947962,0.27063807209084234,1073.4246575342465,3036.8710607929333,268
W-01,2020-09-26,2889.4137440169206,0.2709905436216019,1073.6986301369864,3036.0391552890846,269
W-01,2020-09-27,2994.0678166731072,0.27134367091429384,1073.972602739726,3035.207477673333,270
W-01,2020-09-28,2610.485399356154,0.2716974527534135,1074.2465753424658,3034.376027883252,271
W-01,2020-09-29,2804.219422212514,0.27205188793019036,1074.5205479452056,3033.544805856432,272
W-01,2020-09-30,2809.0889272986205,0.2724069752425261,1074.7945205479452,3032.7138115304815,273
W-01,2020-10-01,2654.763608891649,0.27276271349493353,1075.0684931506848,3031.883044843024,274
W-01,2020-10-02,2888.262395147431,0.273119101498476,1075.3424657534247,3031.052505731702,275
W-01,2020-10-03,2924.5963576726467,0.273476138070708,1075.6164383561643,3030.2221941341745,276
W-01,2020-10-04,2768.8739170363488,0.2738338220356161,1075.890410958904,3029.3921099881168,277
W-01,2020-10-05,3113.799195253434,0.2741921522235612,1076.164383561644,3028.562253231223,278
W-01,2020-10-06,2760.7953716633197,0.2745511274712207,1076.4383561643835,3027.7326238012024,279
W-01,2020-10-07,2740.147930687983,0.2749107466215321,1076.7123287671232,3026.9032216357828,280
W-01,2020-10-08,2734.0826907871487,0.2752710085236372,1076.986301369863,3026.0740466727075,281
W-01,2020-10-09,2682.2456411177654,0.27563191203282655,1077.2602739726028,3025.245098849739,282
W-01,2020-10-10,2718.370272271095,0.27599345601048497,1077.5342465753424,3024.416378104655,283
W-01,2020-10-11,2587.9246447732057,0.2763556393240379,1077.8082191780823,3023.5878843752507,284
W-01,2020-10-12,2769.1890740865897,0.2767184608468978,1078.0821917808219,3022.7596175993394,285
W-01,2020-10-13,2804.1959565883167,0.2770819194584119,1078.3561643835617,3021.93157771475,286
W-01,2020-10-14,2458.9247163765936,0.27744601404381014,1078.6301369863013,3021.1037646593286,287
W-01,2020-10-15,2777.6977322529756,0.27781074349415386,1078.9041095890411,3020.2761783709398,288
W-01,2020-10-16,2797.3588274540557,0.2781761067062853,1079.178082191781,3019.448818787463,289
W-01,2020-10-17,2865.147706514108,0.27854210258277723,1079.4520547945206,3018.6216858467965,290
